helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_net_normalize_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/net_validate.rs:336,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:172,,1,0,,,
js_net_server_address,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/net.rs:121,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:191,,1,0,,,
js_net_server_close,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/net.rs:108,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:190,crates/perry-codegen/src/lower_call/early_branches.rs:263,1,1,,,
js_net_server_event_names,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:244,,1,0,,,
js_net_server_get_connections,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:194,,1,0,,,
js_net_server_get_drop_max_connection,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:197,,1,0,,,
js_net_server_get_listening,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:193,,1,0,,,
js_net_server_get_max_connections,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:195,,1,0,,,
js_net_server_listen,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/net.rs:48,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:189,,1,0,,,
js_net_server_listener_count,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:243,,1,0,,,
js_net_server_on,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:192,,1,0,,,
js_net_server_once,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:240,,1,0,,,
js_net_server_remove_all_listeners,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:242,,1,0,,,
js_net_server_remove_listener,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:241,,1,0,,,
js_net_server_set_drop_max_connection,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:198,,1,0,,,
js_net_server_set_max_connections,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:196,,1,0,,,
js_net_socket_address,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:230,,1,0,,,
js_net_socket_address_get_address,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:218,,1,0,,,
js_net_socket_address_get_family,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:219,,1,0,,,
js_net_socket_address_get_flowlabel,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:221,,1,0,,,
js_net_socket_address_get_port,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:220,,1,0,,,
js_net_socket_address_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:216,crates/perry-codegen/src/lower_call/builtin.rs:478,1,1,,,
js_net_socket_address_parse,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:217,,1,0,,,
js_net_socket_event_names,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:238,,1,0,,,
js_net_socket_get_type_of_service,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:222,,1,0,,,
js_net_socket_listener_count,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:237,,1,0,,,
js_net_socket_once,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:231,,1,0,,,
js_net_socket_remove_all_listeners,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:236,,1,0,,,
js_net_socket_remove_listener,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:235,,1,0,,,
js_net_socket_reset_and_destroy,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:239,,1,0,,,
js_net_socket_set_encoding,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/objects.rs:639,,1,0,,,
js_net_socket_set_timeout,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:182,,1,0,,,
js_net_socket_set_type_of_service,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:223,,1,0,,,
js_net_validate_create_server_options,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/net_validate.rs:258,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:181,crates/perry-codegen/src/expr/env_clones.rs:165,1,1,,,
js_new_from_handle,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:214,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:424,crates/perry-codegen/src/expr/js_runtime.rs:238,1,1,,,
js_new_function_construct,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_registry/construct.rs:237,crates/perry-codegen/src/runtime_decls/strings.rs:1525,crates/perry-codegen/src/expr/new_dynamic.rs:770;crates/perry-codegen/src/expr/new_dynamic.rs:818;crates/perry-codegen/src/lower_call/new.rs:441,1,3,,,
js_new_function_construct_apply,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_registry/construct.rs:1213,crates/perry-codegen/src/runtime_decls/strings.rs:1530,crates/perry-codegen/src/expr/new_dynamic.rs:123,1,1,,,
js_new_instance,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:220,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:425,crates/perry-codegen/src/expr/js_runtime.rs:216,1,1,,,
js_new_target_get,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/this_binding.rs:248,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:401,crates/perry-codegen/src/expr/closure.rs:316;crates/perry-codegen/src/expr/closure.rs:512;crates/perry-codegen/src/expr/literals_vars.rs:250;crates/perry-codegen/src/expr/this_super_call.rs:193;crates/perry-codegen/src/rooting/mod.rs:1171,1,5,,,
js_new_target_set,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/this_binding.rs:254,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:402,crates/perry-codegen/src/rooting/mod.rs:1174;crates/perry-codegen/src/rooting/mod.rs:1195,1,2,,,
js_new_target_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_registry/construct.rs:36,crates/perry-codegen/src/runtime_decls/strings.rs:1535,,1,0,,,
js_nm_install_all,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:557,crates/perry-codegen/src/runtime_decls/objects.rs:357,,1,0,,,
js_nm_install_assert,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:180,crates/perry-codegen/src/runtime_decls/objects.rs:315,,1,0,,,
js_nm_install_async_hooks,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:226,crates/perry-codegen/src/runtime_decls/objects.rs:316,,1,0,,,
js_nm_install_bigint,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:237,crates/perry-codegen/src/runtime_decls/objects.rs:317,,1,0,,,
js_nm_install_buffer,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:244,crates/perry-codegen/src/runtime_decls/objects.rs:318,,1,0,,,
js_nm_install_bun,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:259,crates/perry-codegen/src/runtime_decls/objects.rs:321,,1,0,,,
js_nm_install_bun_ffi,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:252,crates/perry-codegen/src/runtime_decls/objects.rs:322,,1,0,,,
js_nm_install_child_process,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:266,crates/perry-codegen/src/runtime_decls/objects.rs:323,,1,0,,,
js_nm_install_cluster,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:278,crates/perry-codegen/src/runtime_decls/objects.rs:324,,1,0,,,
js_nm_install_console,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:290,crates/perry-codegen/src/runtime_decls/objects.rs:325,,1,0,,,
js_nm_install_crypto,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:297,crates/perry-codegen/src/runtime_decls/objects.rs:326,,1,0,,,
js_nm_install_dgram,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:308,crates/perry-codegen/src/runtime_decls/objects.rs:327,,1,0,,,
js_nm_install_dns,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:315,crates/perry-codegen/src/runtime_decls/objects.rs:328,,1,0,,,
js_nm_install_domain,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:322,crates/perry-codegen/src/runtime_decls/objects.rs:329,,1,0,,,
js_nm_install_events,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:329,crates/perry-codegen/src/runtime_decls/objects.rs:330,,1,0,,,
js_nm_install_fs,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:340,crates/perry-codegen/src/runtime_decls/objects.rs:331,,1,0,,,
js_nm_install_http,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:346,crates/perry-codegen/src/runtime_decls/objects.rs:332,,1,0,,,
js_nm_install_inspector,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:353,crates/perry-codegen/src/runtime_decls/objects.rs:333,,1,0,,,
js_nm_install_module,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:360,crates/perry-codegen/src/runtime_decls/objects.rs:334,,1,0,,,
js_nm_install_net,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:371,crates/perry-codegen/src/runtime_decls/objects.rs:335,,1,0,,,
js_nm_install_node_pty,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:378,crates/perry-codegen/src/runtime_decls/objects.rs:336,,1,0,,,
js_nm_install_os,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:385,crates/perry-codegen/src/runtime_decls/objects.rs:337,,1,0,,,
js_nm_install_path,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:390,crates/perry-codegen/src/runtime_decls/objects.rs:338,,1,0,,,
js_nm_install_perf,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:397,crates/perry-codegen/src/runtime_decls/objects.rs:339,,1,0,,,
js_nm_install_process,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:408,crates/perry-codegen/src/runtime_decls/objects.rs:340,,1,0,,,
js_nm_install_punycode,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:415,crates/perry-codegen/src/runtime_decls/objects.rs:341,,1,0,,,
js_nm_install_querystring,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:422,crates/perry-codegen/src/runtime_decls/objects.rs:342,,1,0,,,
js_nm_install_readline,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:429,crates/perry-codegen/src/runtime_decls/objects.rs:343,,1,0,,,
js_nm_install_repl,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:437,crates/perry-codegen/src/runtime_decls/objects.rs:344,,1,0,,,
js_nm_install_sea,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:445,crates/perry-codegen/src/runtime_decls/objects.rs:345,,1,0,,,
js_nm_install_sqlite,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:452,crates/perry-codegen/src/runtime_decls/objects.rs:346,,1,0,,,
js_nm_install_stream,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:463,crates/perry-codegen/src/runtime_decls/objects.rs:347,,1,0,,,
js_nm_install_timers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:475,crates/perry-codegen/src/runtime_decls/objects.rs:348,,1,0,,,
js_nm_install_tls,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:482,crates/perry-codegen/src/runtime_decls/objects.rs:349,,1,0,,,
js_nm_install_tty,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:494,crates/perry-codegen/src/runtime_decls/objects.rs:350,,1,0,,,
js_nm_install_url,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:506,crates/perry-codegen/src/runtime_decls/objects.rs:351,,1,0,,,
js_nm_install_util,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:513,crates/perry-codegen/src/runtime_decls/objects.rs:352,,1,0,,,
js_nm_install_v8,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:524,crates/perry-codegen/src/runtime_decls/objects.rs:353,,1,0,,,
js_nm_install_vm,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:529,crates/perry-codegen/src/runtime_decls/objects.rs:354,,1,0,,,
js_nm_install_wasi,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:535,crates/perry-codegen/src/runtime_decls/objects.rs:355,,1,0,,,
js_nm_install_zlib,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/native_module_registry.rs:547,crates/perry-codegen/src/runtime_decls/objects.rs:356,,1,0,,,
js_node_http2_connect,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:352,,1,0,,,
js_node_http2_create_secure_server,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:351,,1,0,,,
js_node_http2_create_server,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:350,,1,0,,,
js_node_http2_get_default_settings,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:360,,1,0,,,
js_node_http2_get_packed_settings,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:361,,1,0,,,
js_node_http2_get_unpacked_settings,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:362,,1,0,,,
js_node_http2_server_address_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:355,,1,0,,,
js_node_http2_server_close,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:354,,1,0,,,
js_node_http2_server_listen,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:353,,1,0,,,
js_node_http2_server_on,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:356,,1,0,,,
js_node_http_create_server,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:194,,1,0,,,
js_node_http_im_aborted,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:218,,1,0,,,
js_node_http_im_complete,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:217,,1,0,,,
js_node_http_im_destroy,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:224,,1,0,,,
js_node_http_im_destroyed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:219,,1,0,,,
js_node_http_im_headers_distinct_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:213,,1,0,,,
js_node_http_im_headers_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:211,,1,0,,,
js_node_http_im_http_version,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:210,,1,0,,,
js_node_http_im_http_version_major,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi_part2.rs:22,,1,0,,,
js_node_http_im_http_version_minor,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi_part2.rs:23,,1,0,,,
js_node_http_im_method,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:208,,1,0,,,
js_node_http_im_on,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:225,,1,0,,,
