stage,category,callee,callsites,statepoints,leaf_callsites,gc_live_operands,gc_relocate_intrinsics,relocates_attributed,relocates_unattributed,audit_match,runtime_source_identity,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,reviewed_unannotated_no_collect
post-rs4gc,external-unclassified,js_response_body_init_reset,6,6,0,18,0,36,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:967,crates/perry-codegen/src/lower_call/builtin.rs:1147,1,1,,,,false
post-rs4gc,external-unclassified,js_shadow_frame_enter,7,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
post-rs4gc,external-unclassified,js_stream_unwrap_handle,3,3,0,48,0,52,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1248,crates/perry-codegen/src/lower_call/options/fetch.rs:893;crates/perry-codegen/src/lower_call/options/fetch.rs:946;crates/perry-codegen/src/lower_call/options/fetch.rs:965;crates/perry-codegen/src/lower_call/options/fetch.rs:1126;crates/perry-codegen/src/lower_call/options/fetch.rs:1236,1,5,,,,false
post-rs4gc,external-unclassified,js_stream_web_text_decoder_stream_new,1,1,0,5,0,10,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1229,crates/perry-codegen/src/lower_call/builtin.rs:1734,1,1,,,,false
post-rs4gc,external-unclassified,js_string_bold,87,86,0,339,0,474,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:685,,1,0,,,,false
post-rs4gc,external-unclassified,js_string_link,4,4,0,11,0,11,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:693,,1,0,,,,false
post-rs4gc,external-unclassified,js_string_sub,12,12,0,20,0,20,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:690,,1,0,,,,false
post-rs4gc,external-unclassified,js_transform_stream_new,4,4,0,49,0,53,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1213,crates/perry-codegen/src/lower_call/builtin.rs:1706,1,1,,,,false
post-rs4gc,external-unclassified,js_transform_stream_new_from_transformer_object,1,1,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1218,crates/perry-codegen/src/lower_call/builtin.rs:1695,1,1,,,,false
post-rs4gc,external-unclassified,js_transform_stream_readable,3,3,0,48,0,52,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1223,crates/perry-codegen/src/lower_call/options/fetch.rs:975;crates/perry-codegen/src/lower_call/options/fetch.rs:1243,1,2,,,,false
post-rs4gc,external-unclassified,js_transform_stream_subclass_init,1,1,0,1,0,1,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1259,,1,0,,,,false
post-rs4gc,external-unclassified,js_url_create_object_url,1,1,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1088,,1,0,,,,false
post-rs4gc,external-unclassified,js_url_revoke_object_url,1,1,0,1,0,1,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1089,,1,0,,,,false
post-rs4gc,external-unclassified,js_vm_run_in_context,3,3,0,22,0,31,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
post-rs4gc,external-unclassified,js_zlib_create_brotli_decompress,1,1,0,5,0,5,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:631,,1,0,,,,false
post-rs4gc,external-unclassified,js_zlib_create_gunzip,1,1,0,1,0,1,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:232,,1,0,,,,false
post-rs4gc,external-unclassified,js_zlib_create_inflate,1,1,0,1,0,1,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:234,,1,0,,,,false
post-rs4gc,external-unclassified,js_zlib_create_unzip,2,2,0,10,0,10,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:237,,1,0,,,,false
post-rs4gc,external-unclassified,js_zlib_deflate_sync,1,1,0,1,0,1,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:203,,1,0,,,,false
pre-rs4gc,external-unclassified,js_assert_ok,3,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_async_local_storage_new,8,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:183,crates/perry-codegen/src/lower_call/builtin.rs:996,1,1,,,,false
pre-rs4gc,external-unclassified,js_async_resource_static_bind_direct,4,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_bun_gc,1,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_bun_generate_heap_snapshot,1,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_bun_hash,7,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_bun_tcp_nm_install,24,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/objects.rs:319,,1,0,,,,false
pre-rs4gc,external-unclassified,js_bun_transpiler_new,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,,crates/perry-codegen/src/lower_call/builtin.rs:142,0,1,,,,false
pre-rs4gc,external-unclassified,js_bun_unsupported,2,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_crypto_create_hash,59,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:647,crates/perry-codegen/src/expr/calls/crypto_hash.rs:241;crates/perry-codegen/src/expr/calls/crypto_hash.rs:349,1,2,,,,false
pre-rs4gc,external-unclassified,js_crypto_create_private_key_value,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:529,,1,0,,,,false
pre-rs4gc,external-unclassified,js_crypto_random_bytes_buffer,30,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:544,crates/perry-codegen/src/expr/calls/crypto_misc.rs:168;crates/perry-codegen/src/expr/misc_methods.rs:299,1,2,,,,false
pre-rs4gc,external-unclassified,js_crypto_random_uuid,191,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:546,crates/perry-codegen/src/expr/calls/crypto_misc.rs:184;crates/perry-codegen/src/expr/misc_methods.rs:285,1,2,,,,false
pre-rs4gc,external-unclassified,js_dns_lookup,1,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_event_emitter_emit,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:130,,1,0,,,,false
pre-rs4gc,external-unclassified,js_event_emitter_new_with_options,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:134,crates/perry-codegen/src/lower_call/builtin.rs:431,1,1,,,,false
pre-rs4gc,external-unclassified,js_event_emitter_once,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:136,,1,0,,,,false
pre-rs4gc,external-unclassified,js_event_emitter_remove_all_listeners,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:143,,1,0,,,,false
pre-rs4gc,external-unclassified,js_events_once,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:170,,1,0,,,,false
pre-rs4gc,external-unclassified,js_events_set_max_listeners,15,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:176,,1,0,,,,false
pre-rs4gc,external-unclassified,js_ext_net_create_server,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:170,crates/perry-codegen/src/expr/env_clones.rs:184,1,1,,,,false
pre-rs4gc,external-unclassified,js_ext_net_socket_connect,5,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:171,,1,0,,,,false
pre-rs4gc,external-unclassified,js_ext_net_socket_on,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:233,,1,0,,,,false
pre-rs4gc,external-unclassified,js_ext_net_socket_once,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:232,,1,0,,,,false
pre-rs4gc,external-unclassified,js_ext_tls_connect,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:234,,1,0,,,,false
pre-rs4gc,external-unclassified,js_fetch_response_json,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1046,crates/perry-codegen/src/lower_call/options/fetch.rs:548,1,1,,,,false
pre-rs4gc,external-unclassified,js_fetch_response_ok,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1040,crates/perry-codegen/src/lower_call/options/fetch.rs:573,1,1,,,,false
pre-rs4gc,external-unclassified,js_fetch_response_status,6,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1038,crates/perry-codegen/src/lower_call/options/fetch.rs:553,1,1,,,,false
pre-rs4gc,external-unclassified,js_fetch_response_text,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1045,crates/perry-codegen/src/lower_call/options/fetch.rs:543,1,1,,,,false
pre-rs4gc,external-unclassified,js_file_new,6,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1085,crates/perry-codegen/src/lower_call/builtin.rs:1327,1,1,,,,false
pre-rs4gc,external-unclassified,js_form_data_new,4,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1055,crates/perry-codegen/src/lower_call/builtin.rs:1384,1,1,,,,false
pre-rs4gc,external-unclassified,js_headers_append,5,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:976,,1,0,,,,false
pre-rs4gc,external-unclassified,js_headers_delete,10,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:984,crates/perry-codegen/src/lower_call/options/fetch.rs:313,1,1,,,,false
pre-rs4gc,external-unclassified,js_headers_get,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:978,crates/perry-codegen/src/lower_call/options/fetch.rs:264,1,1,,,,false
pre-rs4gc,external-unclassified,js_headers_has,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:982,crates/perry-codegen/src/lower_call/options/fetch.rs:299,1,1,,,,false
pre-rs4gc,external-unclassified,js_headers_set,5,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:974,crates/perry-codegen/src/lower_call/builtin.rs:1361;crates/perry-codegen/src/lower_call/options/mod.rs:60,1,2,,,,false
pre-rs4gc,external-unclassified,js_http_agent_new,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:156,,1,0,,,,false
pre-rs4gc,external-unclassified,js_http_client_request_destroy,5,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:92,,1,0,,,,false
pre-rs4gc,external-unclassified,js_http_client_request_end_full,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:65,,1,0,,,,false
pre-rs4gc,external-unclassified,js_http_on,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:114,,1,0,,,,false
pre-rs4gc,external-unclassified,js_http_request_overload,4,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:111,,1,0,,,,false
pre-rs4gc,external-unclassified,js_http_status_code,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:152,,1,0,,,,false
pre-rs4gc,external-unclassified,js_https_agent_new,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:157,,1,0,,,,false
pre-rs4gc,external-unclassified,js_https_request_overload,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:113,,1,0,,,,false
pre-rs4gc,external-unclassified,js_net_block_list_add_address,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:205,,1,0,,,,false
pre-rs4gc,external-unclassified,js_net_block_list_add_subnet,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:207,,1,0,,,,false
pre-rs4gc,external-unclassified,js_net_block_list_new,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:203,crates/perry-codegen/src/lower_call/builtin.rs:467,1,1,,,,false
pre-rs4gc,external-unclassified,js_net_is_ip,10,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_net_server_once,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:240,,1,0,,,,false
pre-rs4gc,external-unclassified,js_net_socket_destroy,3,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_net_socket_set_timeout,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:182,,1,0,,,,false
pre-rs4gc,external-unclassified,js_node_http2_connect,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:352,,1,0,,,,false
pre-rs4gc,external-unclassified,js_node_http_create_server_with_options,7,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_node_http_server_close,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:198,,1,0,,,,false
pre-rs4gc,external-unclassified,js_node_http_server_listen,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:197,,1,0,,,,false
pre-rs4gc,external-unclassified,js_node_http_server_on,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/net_http.rs:204,,1,0,,,,false
pre-rs4gc,external-unclassified,js_node_stream_method_on,4,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_node_stream_method_once,1,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_path_basename_ext_value,8,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1711,crates/perry-codegen/src/expr/instance_misc1.rs:1564,1,1,,,,false
pre-rs4gc,external-unclassified,js_path_join_value,1328,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1707,crates/perry-codegen/src/expr/instance_misc1.rs:975,1,1,,,,false
pre-rs4gc,external-unclassified,js_path_resolve_join_value,83,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1709,crates/perry-codegen/src/expr/arrays_finds.rs:750,1,1,,,,false
pre-rs4gc,external-unclassified,js_path_win32_join_value,12,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1708,crates/perry-codegen/src/expr/instance_misc1.rs:990,1,1,,,,false
pre-rs4gc,external-unclassified,js_process_get_active_handles,1,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_process_get_active_requests,1,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_readable_stream_new_with_strategy_and_source_type,7,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1120,crates/perry-codegen/src/lower_call/builtin.rs:1566,1,1,,,,false
