helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,post-opt_callsites,post-opt_statepoints,post-opt_gc_live_operands,post-rs4gc_callsites,post-rs4gc_statepoints,post-rs4gc_gc_live_operands,pre-rs4gc_callsites,pre-rs4gc_statepoints,pre-rs4gc_gc_live_operands
js_node_stream_pipeline,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/pipeline.rs:240,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:78,,1,0,,,,2,2,7,2,2,7,2,0,0
js_node_stream_readable_from_options,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/builders.rs:547,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:51,,1,0,,,,6,6,9,6,6,9,6,0,0
js_node_stream_readable_from_web,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/web_adapter.rs:953,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:85,,1,0,,,,1,1,0,1,1,0,1,0,0
js_node_stream_readable_subclass_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/builders.rs:36,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:26,,1,0,,,,1,1,3,1,1,3,1,0,0
js_node_stream_transform_subclass_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/builders.rs:486,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:44,,1,0,,,,2,2,3,2,2,3,2,0,0
js_node_stream_writable_subclass_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_stream_constructors/builders.rs:297,crates/perry-codegen/src/runtime_decls/stdlib_ffi/streams_events.rs:32,,1,0,,,,3,3,6,3,3,6,3,0,0
js_node_submod_install_fs_promises,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/mod.rs:882,crates/perry-codegen/src/runtime_decls/strings_part2.rs:206,crates/perry-codegen/src/expr/property_get.rs:721,1,1,,,,710,710,2130,710,710,2130,710,0,0
js_node_submod_install_stream_consumers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/mod.rs:905,crates/perry-codegen/src/runtime_decls/strings_part2.rs:209,,1,0,,,,2,2,7,2,2,7,2,0,0
js_node_submod_install_stream_promises,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/mod.rs:898,crates/perry-codegen/src/runtime_decls/strings_part2.rs:208,,1,0,,,,1,1,3,1,1,3,1,0,0
js_node_submod_install_timers_promises,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/mod.rs:875,crates/perry-codegen/src/runtime_decls/strings_part2.rs:205,,1,0,,,,1,1,3,1,1,3,1,0,0
js_node_submodule_export_as_function,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/mod.rs:1609,crates/perry-codegen/src/runtime_decls/strings_part2.rs:186,crates/perry-codegen/src/expr/dyn_extern_i18n.rs:819;crates/perry-codegen/src/expr/instance_misc1.rs:359;crates/perry-codegen/src/lower_call/extern_func.rs:1340,1,3,,,,680,680,2041,680,680,2041,680,0,0
js_node_submodule_namespace,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/node_submodules/mod.rs:1785,crates/perry-codegen/src/runtime_decls/strings_part2.rs:201,crates/perry-codegen/src/expr/dyn_extern_i18n.rs:34;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:709;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:943;crates/perry-codegen/src/expr/static_field_meta.rs:923;crates/perry-codegen/src/lower_call/native/mod.rs:492,1,5,,,,34,34,102,34,34,102,34,0,0
js_number_coerce,reviewed,Unknown,may allocate,may,may,may,"Whole exported route includes js_number_coerce / js_math_to_number, with object valueOf/toString and Symbol/BigInt error paths. Array variants additionally call generic length/element access. Numeric-only callers do not certify this whole export.","math.rs:9-64,180-181,294-386; builtins/numbers.rs:436-640,771-810",crates/perry-runtime/src/builtins/numbers.rs:436,crates/perry-codegen/src/runtime_decls/strings.rs:637,crates/perry-codegen/src/expr/bigint_set.rs:614;crates/perry-codegen/src/expr/binary.rs:677;crates/perry-codegen/src/expr/binary.rs:732;crates/perry-codegen/src/expr/binary.rs:1257;crates/perry-codegen/src/expr/binary.rs:1263;crates/perry-codegen/src/expr/buffer_access.rs:817;crates/perry-codegen/src/expr/i32_fast_path.rs:1170;crates/perry-codegen/src/expr/i32_fast_path.rs:1809;crates/perry-codegen/src/expr/i32_fast_path.rs:1837;crates/perry-codegen/src/expr/index_get/guarded_array.rs:520;crates/perry-codegen/src/expr/index_get/inline_dyn_typed_array.rs:533;crates/perry-codegen/src/expr/index_get/inline_dyn_typed_array.rs:601;crates/perry-codegen/src/expr/index_get/inline_dyn_typed_array.rs:793;crates/perry-codegen/src/expr/index_get/inline_dyn_typed_array.rs:845;crates/perry-codegen/src/expr/index_get/inline_dyn_typed_array.rs:865;crates/perry-codegen/src/expr/index_get.rs:320;crates/perry-codegen/src/expr/member_update.rs:173;crates/perry-codegen/src/expr/member_update.rs:192;crates/perry-codegen/src/expr/misc_methods.rs:64;crates/perry-codegen/src/expr/misc_methods.rs:80;crates/perry-codegen/src/expr/misc_methods.rs:89;crates/perry-codegen/src/expr/mod.rs:3263;crates/perry-codegen/src/expr/mod.rs:3271;crates/perry-codegen/src/expr/pod_record.rs:673;crates/perry-codegen/src/expr/property_get/helpers.rs:673;crates/perry-codegen/src/expr/property_get/helpers.rs:881;crates/perry-codegen/src/expr/proven_view_access.rs:562;crates/perry-codegen/src/expr/ta_param_f64_read.rs:343;crates/perry-codegen/src/lower_string_method.rs:847;crates/perry-codegen/src/lower_string_method.rs:886,1,30,,,,832,829,5136,832,829,5136,839,0,0
js_number_is_finite,reviewed,Unknown,never allocates,no,no,no,Strict Number predicates inspect JSValue tag and scalar f64; unlike global isNaN/isFinite they never call ToNumber.,"builtins/numbers.rs:814-878; value/jsvalue.rs:67-74,161-164",crates/perry-runtime/src/builtins/numbers.rs:831,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:79,crates/perry-codegen/src/expr/logical_collections.rs:972,1,1,,,,94,93,826,93,92,826,93,0,0
js_number_is_integer,reviewed,Unknown,never allocates,no,no,no,Strict Number predicates inspect JSValue tag and scalar f64; unlike global isNaN/isFinite they never call ToNumber.,"builtins/numbers.rs:814-878; value/jsvalue.rs:67-74,161-164",crates/perry-runtime/src/builtins/numbers.rs:847,crates/perry-codegen/src/runtime_decls/strings_part2.rs:15,crates/perry-codegen/src/expr/arrays_finds.rs:560,1,1,,,,68,68,615,68,68,615,68,0,0
js_number_is_nan,reviewed,Unknown,never allocates,no,no,no,Strict Number predicates inspect JSValue tag and scalar f64; unlike global isNaN/isFinite they never call ToNumber.,"builtins/numbers.rs:814-878; value/jsvalue.rs:67-74,161-164",crates/perry-runtime/src/builtins/numbers.rs:814,crates/perry-codegen/src/runtime_decls/strings_part2.rs:16,crates/perry-codegen/src/expr/arrays_finds.rs:786,1,1,,,,114,113,192,114,113,192,114,0,0
js_number_is_safe_integer,reviewed,Unknown,never allocates,no,no,no,Strict Number predicates inspect JSValue tag and scalar f64; unlike global isNaN/isFinite they never call ToNumber.,"builtins/numbers.rs:814-878; value/jsvalue.rs:67-74,161-164",crates/perry-runtime/src/builtins/numbers.rs:863,crates/perry-codegen/src/runtime_decls/strings_part2.rs:17,crates/perry-codegen/src/expr/os_uri_dates.rs:462,1,1,,,,7,7,24,7,7,24,7,0,0
js_number_to_exponential,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/format.rs:530,crates/perry-codegen/src/runtime_decls/strings_part2.rs:13,crates/perry-codegen/src/lower_call/property_get/number_string.rs:78,1,1,,,,3,3,5,3,3,5,3,0,0
js_number_to_fixed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/format.rs:296,crates/perry-codegen/src/runtime_decls/strings.rs:1174,crates/perry-codegen/src/lower_call/property_get/number_string.rs:42,1,1,,,,82,78,290,82,78,290,82,0,0
js_number_to_locale_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1608,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:17,crates/perry-codegen/src/expr/env_clones.rs:67,1,1,,,,3,3,11,3,3,11,3,0,0
js_number_to_precision,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/format.rs:464,crates/perry-codegen/src/runtime_decls/strings_part2.rs:12,crates/perry-codegen/src/lower_call/property_get/number_string.rs:58,1,1,,,,1,1,5,1,1,5,1,0,0
js_numeric_step,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/value/dynamic_arith.rs:498,crates/perry-codegen/src/runtime_decls/strings.rs:1361,crates/perry-codegen/src/expr/literals_vars.rs:942;crates/perry-codegen/src/expr/member_update.rs:119;crates/perry-codegen/src/expr/member_update.rs:344;crates/perry-codegen/src/expr/member_update.rs:448,1,4,,,,1932,1914,9765,1933,1915,9775,1935,0,0
js_object_alloc,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:70,crates/perry-codegen/src/runtime_decls/objects.rs:82,crates/perry-codegen/src/expr/dyn_extern_i18n.rs:438;crates/perry-codegen/src/expr/logical_collections.rs:490;crates/perry-codegen/src/expr/logical_collections.rs:1424;crates/perry-codegen/src/expr/object_literal.rs:561;crates/perry-codegen/src/expr/pod_record.rs:566;crates/perry-codegen/src/expr/pod_record.rs:577;crates/perry-codegen/src/expr/static_field_meta.rs:461;crates/perry-codegen/src/lower_call/new.rs:486;crates/perry-codegen/src/lower_call/scalar_method.rs:629,1,9,,,,5391,4992,41585,5391,4992,41586,5398,0,0
js_object_alloc_class_dynamic_parent,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:627,crates/perry-codegen/src/runtime_decls/strings.rs:1121,crates/perry-codegen/src/lower_call/new_alloc.rs:325,1,1,,,,87,87,598,87,87,598,87,0,0
js_object_alloc_class_inline_keys_stamped,unreviewed,AllocNoReentry,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:395,crates/perry-codegen/src/runtime_decls/strings.rs:1136,crates/perry-codegen/src/lower_call/new_alloc.rs:402;crates/perry-codegen/src/lower_call/scalar_method.rs:614,1,2,,,,30436,30267,364900,30441,30272,364927,30467,0,0
js_object_alloc_with_shape,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:741,crates/perry-codegen/src/runtime_decls/objects.rs:95,crates/perry-codegen/src/expr/object_literal.rs:454,1,1,,,,2662,2441,3695,2662,2441,3695,3377,0,0
js_object_assign_one,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:1470,crates/perry-codegen/src/runtime_decls/strings_part2.rs:348,,1,0,,,,4812,4812,10283,4812,4812,10283,4812,0,0
js_object_assign_validate_target,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:1138,crates/perry-codegen/src/runtime_decls/strings_part2.rs:347,crates/perry-codegen/src/expr/logical_collections.rs:1506,1,1,,,,514,514,2164,514,514,2164,514,0,0
js_object_coerce,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/alloc.rs:130,crates/perry-codegen/src/runtime_decls/objects.rs:85,crates/perry-codegen/src/expr/logical_collections.rs:1096,1,1,,,,19,19,59,20,20,61,20,0,0
js_object_create_with_props,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/descriptors.rs:1886,crates/perry-codegen/src/runtime_decls/strings_part2.rs:338,crates/perry-codegen/src/expr/array_methods.rs:327,1,1,,,,215,214,847,215,214,847,216,0,0
js_object_define_accessor,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_literal_ops.rs:142,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:469,,1,0,,,,152,152,181,152,152,181,152,0,0
js_object_define_properties,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/define_properties.rs:14,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:31,crates/perry-codegen/src/expr/string_regex_proc.rs:165,1,1,,,,50,50,244,50,50,244,50,0,0
js_object_define_property,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/define_property.rs:310,crates/perry-codegen/src/runtime_decls/strings_part2.rs:257,crates/perry-codegen/src/expr/misc_methods.rs:235,1,1,,,,1519,1517,4396,1519,1517,4396,1519,0,0
js_object_delete_dynamic_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/delete_rest.rs:781,crates/perry-codegen/src/runtime_decls/strings.rs:1166,crates/perry-codegen/src/expr/instance_misc1.rs:784,1,1,,,,203,203,394,203,203,394,204,0,0
js_object_delete_field_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/delete_rest.rs:746,crates/perry-codegen/src/runtime_decls/strings.rs:1165,crates/perry-codegen/src/expr/instance_misc1.rs:733;crates/perry-codegen/src/expr/instance_misc1.rs:761,1,2,,,,191,191,563,190,190,562,190,0,0
js_object_entries_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/enumeration.rs:942,crates/perry-codegen/src/runtime_decls/strings.rs:1672,crates/perry-codegen/src/expr/instance_misc1.rs:957,1,1,,,,405,403,1245,405,403,1245,406,0,0
js_object_freeze,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops_frozen.rs:130,crates/perry-codegen/src/runtime_decls/strings_part2.rs:339,crates/perry-codegen/src/expr/os_uri_dates.rs:468,1,1,,,,72,72,197,72,72,197,72,0,0
js_object_from_entries,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/from_entries.rs:166,crates/perry-codegen/src/runtime_decls/strings.rs:1715,crates/perry-codegen/src/expr/instance_misc1.rs:1459,1,1,,,,44,44,79,44,44,79,44,0,0
js_object_get_field,reviewed,Unknown,may allocate,no,no,no,"V2 complete raw indexed read: shape-stamp and slab reads, inline slot load or spill/legacy map read; no getter/Proxy/coercion. Legacy spill mode environment read, cold RuntimeState Box/Vec and HotTls initialization can allocate native memory/initial arena backing, but create no managed cell and never collect. Null-pointer diagnostic is native I/O only. Valid ObjectHeader ABI required.","object/field_get_set/accessors.rs:18-83; object/live_slots.rs:52-57; object/shapes.rs:634-655,868-875,1512-1516; object/shapes_store.rs:178-191,313-340; object/spill.rs:42-50,90-117,355-369; value/addr_class.rs:237-249; buffer/header.rs:487-489; state.rs:53-61,106-129; object/descriptor_state.rs:118-128; object/mod.rs:520-574; object/field_get_set.rs:249-253; object/exotic_expando.rs:115-120; object/shapes.rs:377-388; tls_hot.rs:282-325,634-655,840-942; arena/block.rs:330-368,403-410,435-437,549-565; arena/page_meta/mod.rs:460-495; object/field_get_set/field_ops.rs:257-260",crates/perry-runtime/src/object/field_get_set/accessors.rs:18,crates/perry-codegen/src/runtime_decls/objects.rs:111,crates/perry-codegen/src/expr/object_literal.rs:534,1,1,,,,2,2,2,2,2,2,2,0,0
js_object_get_field_by_name_f64,reviewed,Unknown,may allocate,may,may,may,"Complete getter/IC route can delegate to Proxy traps, accessor callbacks, native property synthesis or allocating property materialization. IC hit/read-only arms do not certify misses; retain may-GC.","object/field_get_set/get_field_by_name.rs:26-112; object/field_get_set/ic_miss.rs:9-51,535,1144; value/dynamic_object.rs:19,254,275; proxy/get.rs:7-77",crates/perry-runtime/src/object/field_get_set/ic_miss.rs:9,crates/perry-codegen/src/runtime_decls/objects.rs:278,crates/perry-codegen/src/expr/member_update.rs:328;crates/perry-codegen/src/expr/pod_record.rs:129;crates/perry-codegen/src/expr/pod_record.rs:304;crates/perry-codegen/src/expr/property_get/generic_dispatch.rs:1053;crates/perry-codegen/src/expr/property_get/generic_dispatch.rs:1076;crates/perry-codegen/src/expr/property_get/globalget.rs:84;crates/perry-codegen/src/expr/property_get/globalget.rs:145;crates/perry-codegen/src/expr/property_get/globalget.rs:171;crates/perry-codegen/src/expr/property_get/globalget.rs:212;crates/perry-codegen/src/expr/property_get/globalget.rs:234;crates/perry-codegen/src/expr/property_get/globalget.rs:294;crates/perry-codegen/src/expr/property_get/helpers.rs:187;crates/perry-codegen/src/expr/property_get/helpers.rs:876;crates/perry-codegen/src/expr/property_get.rs:817;crates/perry-codegen/src/expr/property_get.rs:1272;crates/perry-codegen/src/expr/property_get.rs:1424;crates/perry-codegen/src/expr/property_get.rs:1830;crates/perry-codegen/src/lower_call/builtin.rs:1222;crates/perry-codegen/src/lower_call/capture_writeback.rs:99;crates/perry-codegen/src/lower_call/console_promise.rs:1496;crates/perry-codegen/src/lower_call/extern_func.rs:427;crates/perry-codegen/src/lower_call/native/native_fs_branch.rs:217,1,22,,,,1317,1313,5081,1317,1313,5084,1317,0,0
js_object_get_field_by_property_id_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/ic_miss.rs:130,crates/perry-codegen/src/runtime_decls/objects.rs:282,crates/perry-codegen/src/expr/property_get/helpers.rs:51,1,1,,,,4006,4006,13790,4008,4008,13792,4008,0,0
js_object_get_field_ic,reviewed,Unknown,may allocate,may,may,may,"Complete getter/IC route can delegate to Proxy traps, accessor callbacks, native property synthesis or allocating property materialization. IC hit/read-only arms do not certify misses; retain may-GC.","object/field_get_set/get_field_by_name.rs:26-112; object/field_get_set/ic_miss.rs:9-51,535,1144; value/dynamic_object.rs:19,254,275; proxy/get.rs:7-77",crates/perry-runtime/src/object/field_get_set/ic_miss.rs:1144,crates/perry-codegen/src/runtime_decls/objects.rs:363,crates/perry-codegen/src/expr/property_get/generic_dispatch.rs:147,1,1,,,,180732,177913,1045052,180772,177953,1045464,181259,0,0
js_object_get_index_polymorphic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/polymorphic_index.rs:125,crates/perry-codegen/src/runtime_decls/objects.rs:277,crates/perry-codegen/src/expr/arrays_finds.rs:254;crates/perry-codegen/src/expr/index_get.rs:1957,1,2,,,,1617,1395,6215,1617,1395,6215,1654,0,0
js_object_get_own_field_or_undef,reviewed,CannotCollect,may allocate,no,no,no,"V2 closes existing CannotCollect premise: scalar receiver/class/key-array validation, dense raw key-slot reads, SSO stack or heap byte comparison, then the closed indexed/spill read. No generic Array access, accessor invocation, materialization or shape mint. Cold state/TLS/arena backing may allocate native storage only.","object/object_ops/accessors.rs:120-219; object/object_ops.rs:56-100; string/compare.rs:245-275; object/field_get_set/accessors.rs:18-83; object/live_slots.rs:52-57; object/shapes.rs:634-655,868-875,1512-1516; object/shapes_store.rs:178-191,313-340; object/spill.rs:42-50,90-117,355-369; value/addr_class.rs:237-249; buffer/header.rs:487-489; state.rs:53-61,106-129; object/descriptor_state.rs:118-128; object/mod.rs:520-574; object/field_get_set.rs:249-253; object/exotic_expando.rs:115-120; object/shapes.rs:377-388; tls_hot.rs:282-325,634-655,840-942; arena/block.rs:330-368,403-410,435-437,549-565; arena/page_meta/mod.rs:460-495",crates/perry-runtime/src/object/object_ops/accessors.rs:120,crates/perry-codegen/src/runtime_decls/strings_part2.rs:172,crates/perry-codegen/src/expr/static_field_meta.rs:697;crates/perry-codegen/src/lower_call/method_override.rs:755;crates/perry-codegen/src/lower_call/property_get/dynamic_dispatch.rs:459;crates/perry-codegen/src/lower_call/property_get/dynamic_dispatch.rs:1906,1,4,,,,42375,11890,35644,42387,11894,35664,42475,0,0
js_object_get_own_property_descriptor,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/descriptors.rs:112,crates/perry-codegen/src/runtime_decls/strings_part2.rs:271,crates/perry-codegen/src/expr/misc_methods.rs:665,1,1,,,,41,39,188,42,40,188,42,0,0
js_object_get_own_property_descriptors,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/descriptors.rs:1750,crates/perry-codegen/src/runtime_decls/strings_part2.rs:276,crates/perry-codegen/src/expr/misc_methods.rs:675,1,1,,,,6,6,11,6,6,11,6,0,0
js_object_get_own_property_names,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/descriptors.rs:1246,crates/perry-codegen/src/runtime_decls/strings_part2.rs:277,crates/perry-codegen/src/expr/misc_methods.rs:1033,1,1,,,,16,15,40,17,16,42,17,0,0
js_object_get_own_property_symbols,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/iterator.rs:15,crates/perry-codegen/src/runtime_decls/strings_part2.rs:289,crates/perry-codegen/src/expr/string_regex_proc.rs:492,1,1,,,,4,4,15,5,5,17,5,0,0
js_object_get_prototype_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/prototype.rs:188,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:29,crates/perry-codegen/src/expr/string_regex_proc.rs:154,1,1,,,,85,85,328,85,85,328,85,0,0
js_object_get_symbol_property_ic_miss,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/get.rs:161,crates/perry-codegen/src/runtime_decls/strings_part2.rs:324,crates/perry-codegen/src/expr/index_get.rs:122,1,1,,,,1668,1446,6373,1668,1446,6373,1705,0,0
js_object_has_own,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/has_own.rs:66,crates/perry-codegen/src/runtime_decls/strings_part2.rs:155,crates/perry-codegen/src/expr/arrays_finds.rs:766,1,1,,,,617,617,1588,617,617,1588,618,0,0
js_object_is,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/has_own.rs:8,crates/perry-codegen/src/runtime_decls/strings_part2.rs:49,crates/perry-codegen/src/expr/arrays_finds.rs:553,1,1,,,,5,5,10,5,5,10,5,0,0
js_object_is_frozen,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops_frozen.rs:527,crates/perry-codegen/src/runtime_decls/strings_part2.rs:437,crates/perry-codegen/src/expr/arrays_finds.rs:648,1,1,,,,3,3,4,3,3,4,3,0,0
js_object_keys_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/enumeration.rs:131,crates/perry-codegen/src/runtime_decls/strings.rs:422,crates/perry-codegen/src/expr/logical_collections.rs:936,1,1,,,,830,823,2795,831,824,2797,833,0,0
js_object_literal_infer_computed_function_name,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/properties.rs:513,crates/perry-codegen/src/runtime_decls/strings_part2.rs:318,,1,0,,,,1346,1346,1673,1346,1346,1673,1346,0,0
js_object_literal_set_computed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_literal_ops.rs:69,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:474,,1,0,,,,1346,1346,4243,1346,1346,4243,1346,0,0
js_object_literal_set_prototype,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_literal_ops.rs:115,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:480,,1,0,,,,40,40,47,40,40,47,40,0,0
js_object_literal_to_property_key,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_literal_ops.rs:57,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:479,,1,0,,,,1346,1346,2312,1346,1346,2312,1346,0,0
